"unique_pup_ID","pup_ID","group","cage","sex","weight","hours_post_challenge","visit","vis.type","avg_score","score.1","score.2","Exclude","Exclude_Notes","expName","outcome","sac_hpc"
"F1_22821_20210504","F1","No promethion",22821,"M","3.07",-1.6,"v1","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.07",0,"v2","challenge",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.04",10.53,"v3","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","2.99",16.25,"v4","monitor",1,1,0,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","2.97",19.53,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","2.92",23.77,"v6","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","2.89",26.42,"v7","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","2.96",29.48,"v8","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.02",32.48,"v9","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.13",39.58,"v10","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.24",47.68,"v11","monitor",4,2,5,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M","3.33",50.45,"v12","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22821_20210504","F1","No promethion",22821,"M",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F1_22823_20210504","F1","Promethion",22823,"M","4",-1.4,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","4",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","4.12",0.98,"v3","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","4.12",2.2,"v4","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","4.11",4.23,"v5","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","4.01",8.63,"v6","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.99",11.68,"v7","monitor",1,0,1,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.93",15.92,"v8","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.87",19.6,"v9","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.79",24,"v10","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.81",26.7,"v11","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.71",29.77,"v12","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.64",32.75,"v13","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.48",39.87,"v14","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.55",47.88,"v15","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22823_20210504","F1","Promethion",22823,"M","3.61",50.8,"v16","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F1_22824_20210504","F1","No promethion",22824,"F","3.29",-1.62,"v1","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.29",0,"v2","challenge",4,4,3,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.29",10.47,"v3","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.24",16.28,"v4","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.19",19.53,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.15",23.85,"v6","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F","3.1",26.32,"v7","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,29.4,"v8","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,32.38,"v9","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v10","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,50.28,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22824_20210504","F1","No promethion",22824,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,26.5
"F1_22825_20210504","F1","Promethion",22825,"M","3.08",-0.45,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.08",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.18",1.22,"v3","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.17",2.35,"v4","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.17",4.35,"v5","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.1",8.73,"v6","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.08",11.78,"v7","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.02",15.93,"v8","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3",19.93,"v9","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.89",24.12,"v10","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.94",26.87,"v11","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.89",29.92,"v12","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","3.87",32.88,"v13","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.78",39.97,"v14","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.75",47.97,"v15","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F1_22825_20210504","F1","Promethion",22825,"M","2.84",51,"v16","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"F2_22821_20210504","F2","No promethion",22821,"F","3.25",-1.6,"v1","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3.25",0,"v2","challenge",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3.06",10.53,"v3","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3.19",16.25,"v4","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3.18",19.53,"v5","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","2.99",23.77,"v6","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3.03",26.42,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","3",29.48,"v8","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","2.87",32.48,"v9","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F","2.83",39.58,"v10","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,47.68,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,50.45,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22821_20210504","F2","No promethion",22821,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"F2_22823_20210504","F2","Promethion",22823,"F","3.6",-1.4,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.6",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.75",0.98,"v3","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.74",2.2,"v4","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.74",4.23,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.72",8.63,"v6","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.68",11.68,"v7","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F","3.63",15.92,"v8","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,19.6,"v9","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,24,"v10","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,26.7,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,29.77,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,32.75,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,39.87,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,47.88,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22823_20210504","F2","Promethion",22823,"F",NA,50.8,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.32
"F2_22824_20210504","F2","No promethion",22824,"F","3.17",-1.62,"v1","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.17",0,"v2","challenge",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.2",10.47,"v3","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.15",16.28,"v4","monitor",1,2,0,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.15",19.53,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.08",23.85,"v6","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.03",26.32,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.14",29.4,"v8","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","2.94",32.38,"v9","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.08",NA,"v10","monitor",5,5,5,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.14",47.53,"v11","monitor",5,4,5,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F","3.24",50.28,"v12","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22824_20210504","F2","No promethion",22824,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"F2_22825_20210504","F2","Promethion",22825,"F","3.18",-0.45,"v1","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.18",0,"v2","challenge",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.26",1.22,"v3","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.26",2.35,"v4","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.25",4.35,"v5","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.16",8.73,"v6","monitor",1,0,1,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.15",11.78,"v7","monitor",1,0,1,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.15",15.93,"v8","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3.06",19.93,"v9","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","3",24.12,"v10","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","2.99",26.87,"v11","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","2.96",29.92,"v12","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F","2.94",32.88,"v13","monitor",1,1,0,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F",NA,39.97,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F",NA,47.97,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F2_22825_20210504","F2","Promethion",22825,"F",NA,51,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,33.83
"F3_22821_20210504","F3","No promethion",22821,"F","3.13",-1.6,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.13",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.17",10.53,"v3","monitor",2,1,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.11",16.25,"v4","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.09",19.53,"v5","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.08",23.77,"v6","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","2.96",26.42,"v7","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","2.89",29.48,"v8","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","2.89",32.48,"v9","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.02",39.58,"v10","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.21",47.68,"v11","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F","3.21",50.45,"v12","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22821_20210504","F3","No promethion",22821,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,51.38
"F3_22823_20210504","F3","Promethion",22823,"M","4.1",-1.4,"v1","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.1",0,"v2","challenge",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.28",0.98,"v3","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.26",2.2,"v4","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.29",4.23,"v5","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.23",8.63,"v6","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.25",11.68,"v7","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.18",15.92,"v8","monitor",5,4,5,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"F3_22823_20210504","F3","Promethion",22823,"M","4.19",19.6,"v9","monitor",5,4,5,"N",NA,"Promethion_vs_NoPromethion",0,51.58
