"unique_pup_ID","pup_ID","group","cage","sex","weight","hours_post_challenge","visit","vis.type","avg_score","score.1","score.2","Exclude","Exclude_Notes","expName","outcome","sac_hpc"
"R2_22823_20210504","R2","Promethion",22823,"M",NA,4.23,"v5","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,8.63,"v6","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,11.68,"v7","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,15.92,"v8","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,19.6,"v9","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,24,"v10","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,26.7,"v11","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,29.77,"v12","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,32.75,"v13","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,39.87,"v14","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,47.88,"v15","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22823_20210504","R2","Promethion",22823,"M",NA,50.8,"v16","monitor",NA,NA,NA,"N","CB","Promethion_vs_NoPromethion",1,1.18
"R2_22824_20210504","R2","No promethion",22824,"F","3.23",-1.62,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.23",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.22",10.47,"v3","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.18",16.28,"v4","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.15",19.53,"v5","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.09",23.85,"v6","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.08",26.32,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3",29.4,"v8","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.93",32.38,"v9","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","2.99",NA,"v10","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.05",47.53,"v11","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F","3.14",50.28,"v12","monitor",4,3,5,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22824_20210504","R2","No promethion",22824,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R2_22825_20210504","R2","Promethion",22825,"M","3.33",-0.45,"v1","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.33",0,"v2","challenge",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.42",1.22,"v3","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.42",2.35,"v4","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.41",4.35,"v5","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.38",8.73,"v6","monitor",1,1,0,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.33",11.78,"v7","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.3",15.93,"v8","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.24",19.93,"v9","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.18",24.12,"v10","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.14",26.87,"v11","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.13",29.92,"v12","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.08",32.88,"v13","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.35",39.97,"v14","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.5",47.97,"v15","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R2_22825_20210504","R2","Promethion",22825,"M","3.56",51,"v16","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22821_20210504","R3","No promethion",22821,"M","3.1",-1.6,"v1","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","3.1",0,"v2","challenge",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","3.09",10.53,"v3","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","3.09",16.25,"v4","monitor",1,0,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","3.06",19.53,"v5","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","2.98",23.77,"v6","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","2.94",26.42,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","2.9",29.48,"v8","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","2.85",32.48,"v9","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M","2.76",39.58,"v10","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,47.68,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,50.45,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22821_20210504","R3","No promethion",22821,"M",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R3_22823_20210504","R3","Promethion",22823,"M","4.02",-1.4,"v1","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.02",0,"v2","challenge",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.12",0.98,"v3","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.11",2.2,"v4","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.2",4.23,"v5","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.09",8.63,"v6","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.29",11.68,"v7","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.27",15.92,"v8","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.76",19.6,"v9","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.32",24,"v10","monitor",4,3,5,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.39",26.7,"v11","monitor",5,4,5,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.49",29.77,"v12","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.53",32.75,"v13","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","4.65",39.87,"v14","monitor",5,5,5,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","5.25",47.88,"v15","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22823_20210504","R3","Promethion",22823,"M","5.31",50.8,"v16","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,51.58
"R3_22824_20210504","R3","No promethion",22824,"F","3.35",-1.62,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.35",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.35",10.47,"v3","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.3",16.28,"v4","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.27",19.53,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.23",23.85,"v6","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.09",26.32,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3.05",29.4,"v8","monitor",3,2,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","3",32.38,"v9","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","2.89",NA,"v10","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","2.88",47.53,"v11","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F","2.92",50.28,"v12","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22824_20210504","R3","No promethion",22824,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",0,50.78
"R3_22825_20210504","R3","Promethion",22825,"F","3.11",-0.45,"v1","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.11",0,"v2","challenge",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.13",1.22,"v3","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.14",2.35,"v4","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.13",4.35,"v5","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.1",8.73,"v6","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.04",11.78,"v7","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.01",15.93,"v8","monitor",1,1,0,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.95",19.93,"v9","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.88",24.12,"v10","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.82",26.87,"v11","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.81",29.92,"v12","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.74",32.88,"v13","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.78",39.97,"v14","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","2.95",47.97,"v15","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R3_22825_20210504","R3","Promethion",22825,"F","3.04",51,"v16","monitor",4,3,4,"N",NA,"Promethion_vs_NoPromethion",0,52.07
"R4_22821_20210504","R4","No promethion",22821,"F","3.11",-1.6,"v1","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","3.11",0,"v2","challenge",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","3",10.53,"v3","monitor",2,1,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.99",16.25,"v4","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.91",19.53,"v5","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.89",23.77,"v6","monitor",3,2,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.88",26.42,"v7","monitor",4,4,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.87",29.48,"v8","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.73",32.48,"v9","monitor",3,3,3,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F","2.77",39.58,"v10","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,47.68,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,50.45,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22821_20210504","R4","No promethion",22821,"F",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,40.08
"R4_22824_20210504","R4","No promethion",22824,"M","3.38",-1.62,"v1","monitor",4,4,4,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.38",0,"v2","challenge",4,4,4,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.37",10.47,"v3","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.27",16.28,"v4","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.25",19.53,"v5","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.29",23.85,"v6","monitor",3,3,2,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.17",26.32,"v7","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M","3.15",29.4,"v8","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,32.38,"v9","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,NA,"v10","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,47.53,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,50.28,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,NA,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,NA,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,NA,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22824_20210504","R4","No promethion",22824,"M",NA,NA,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,29.83
"R4_22825_20210504","R4","Promethion",22825,"F","2.84",-0.45,"v1","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.84",0,"v2","challenge",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.9",1.22,"v3","monitor",2,2,1,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.91",2.35,"v4","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.9",4.35,"v5","monitor",2,2,2,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.89",8.73,"v6","monitor",1,1,1,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.85",11.78,"v7","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F","2.85",15.93,"v8","monitor",0,0,0,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,19.93,"v9","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,24.12,"v10","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,26.87,"v11","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,29.92,"v12","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,32.88,"v13","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,39.97,"v14","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,47.97,"v15","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
"R4_22825_20210504","R4","Promethion",22825,"F",NA,51,"v16","monitor",NA,NA,NA,"N",NA,"Promethion_vs_NoPromethion",1,17.6
