"pup_no","cage","sex","DOB_dam.dd.mm.yyyy","DOB_pup.dd.mm.yyyy","Exclude","Exclude_Notes","AEC","Experiment_type","Experiment_name","challenge_stat","challenge_dose","challenge_visit","treatment_dose","treatment_visit","sacrifice_type","sacrifice_time.hh.mm","sacrifice_date.dd.mm.yyyy","group","outcome","sac_hpc","visit","visit_type","visit.name","date.dd.mm.yyyy","time.hh.mm","time2.hh.mm","score.1","score.2","weight","pos","order","temp","temp2","done.by","notes","visit_date","hours_post_challenge","expdate","cage_expdate_visit_pup","kcal_hr","rq","vo2","vco2","kcal_hr_g","avg_score"
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v1_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v2_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v3_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v4_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v5_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v6_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v7_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v8_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300322,"22811_300322_v9_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v10",NA,"monitor","03/04/22",16.45,17.03,NA,NA,22.73,NA,NA,NA,NA,NA,NA,"2022-04-03 16:45:00",NA,300322,"22811_300322_v10_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v11",NA,"monitor","04/04/22",6.37,6.58,NA,NA,24.18,NA,NA,NA,NA,NA,NA,"2022-04-04 06:37:00",NA,300322,"22811_300322_v11_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v12",NA,"monitor","04/04/22",15.01,15.15,NA,NA,23.16,NA,NA,NA,NA,NA,NA,"2022-04-04 15:01:00",NA,300322,"22811_300322_v12_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v13",NA,"monitor","05/04/22",9.43,9.59,NA,NA,24.4,NA,NA,NA,NA,"ES",NA,"2022-04-05 09:43:00",NA,300322,"22811_300322_v13_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v14",NA,"monitor","05/04/22",16.09,16.23,NA,NA,23.38,NA,NA,NA,NA,NA,NA,"2022-04-05 16:09:00",NA,300322,"22811_300322_v14_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v15",NA,"monitor","06/04/22",9.26,9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-06 09:26:00",NA,300322,"22811_300322_v15_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v16",NA,"monitor","06/04/22",16.16,16.31,NA,NA,22.9,NA,NA,NA,NA,NA,NA,"2022-04-06 16:16:00",NA,300322,"22811_300322_v16_NA",NA,NA,NA,NA,NA,NA
NA,22811,"F","12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam",NA,NA,NA,NA,NA,NA,NA,NA,"dam",NA,NA,"v17",NA,"monitor","07/04/22",9.31,9.43,NA,NA,23.83,NA,NA,NA,NA,"ES",NA,"2022-04-07 09:31:00",NA,300322,"22811_300322_v17_NA",NA,NA,NA,NA,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v1","challenge","challenge","30/03/22",10.48,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-30 10:48:00",0,300322,"22811_300322_v1_2",-0.0013049225,0.0375907,-0.007563091,0.007285207,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v2","monitor","monitor","30/03/22",15.51,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-30 15:51:00",5.05,300322,"22811_300322_v2_2",-0.000680716333333333,-0.0500421333333333,-0.003531141,0.002338342,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v3","monitor","monitor","31/03/22",9.22,9.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-31 09:22:00",22.57,300322,"22811_300322_v3_2",0.00248451676666667,0.632365566666667,0.00949645933333333,0.00360131766666667,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v4","monitor","monitor","31/03/22",16.49,17.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-31 16:49:00",30.02,300322,"22811_300322_v4_2",0.00436134036666667,-0.521307033333333,0.016331866,0.00774154233333333,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v5","monitor","monitor","01/04/22",9.21,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01 09:21:00",46.55,300322,"22811_300322_v5_2",-0.00391550633333333,-0.101420833333333,-0.0171704266666667,0.00213716833333333,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v6","monitor","monitor","01/04/22",16.56,17.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01 16:56:00",54.13,300322,"22811_300322_v6_2",0.00534914246666667,-0.375611666666667,0.0185662033333333,0.0144362916666667,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v7","monitor","monitor","02/04/22",8.41,9.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-02 08:41:00",69.88,300322,"22811_300322_v7_2",0.00606305485,0.12870174,0.02400451,0.005764119,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v8","monitor","monitor","02/04/22",21.25,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-02 21:25:00",82.62,300322,"22811_300322_v8_2",-0.0016622249,-0.575110166666667,-0.008169934,0.00406414033333333,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v9","monitor","monitor","03/04/22",8.15,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-03 08:15:00",93.45,300322,"22811_300322_v9_2",0.0014198577,-4.018472035,0.00196105,0.01446220075,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v10","monitor","monitor","03/04/22",16.45,17.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-03 16:45:00",101.95,300322,"22811_300322_v10_2",0.00493454633333333,-0.6673844,0.01262529,0.0293573966666667,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v11","monitor","monitor","04/04/22",6.37,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04 06:37:00",115.82,300322,"22811_300322_v11_2",0.003797504,0.562864353333333,0.00757210533333333,0.03020479,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v12","monitor","monitor","04/04/22",15.01,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04 15:01:00",124.22,300322,"22811_300322_v12_2",0.00358904366666667,0.867821133333333,0.00918965,0.0213390313333333,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v13","monitor","monitor","05/04/22",9.43,9.59,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-05 09:43:00",142.92,300322,"22811_300322_v13_2",-0.03963821525,-0.1445951375,-0.16906085,0.00506461725,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v14","monitor","monitor","05/04/22",16.09,16.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-05 16:09:00",149.35,300322,"22811_300322_v14_2",-0.0011937145,0.31969365,-0.008372465,0.011845053,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v15","monitor","monitor","06/04/22",9.26,9.42,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-06 09:26:00",166.63,300322,"22811_300322_v15_2",0.003132396,0.1803685,0.00404356666666666,0.0327946706666667,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v16","monitor","monitor","06/04/22",16.16,16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-06 16:16:00",173.47,300322,"22811_300322_v16_2",-0.002977223,0.408051703333333,-0.01558633,0.010673915,NA,NA
2,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v17","monitor","monitor","07/04/22",9.31,9.43,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-07 09:31:00",190.72,300322,"22811_300322_v17_2",0.00577478433333333,-0.549017033333333,0.0141489956666667,0.0366050856666667,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v1","challenge","challenge","30/03/22",10.48,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-30 10:48:00",0,300322,"22811_300322_v1_4",-0.0022921075,-0.33362535,-0.009727807,0.0001225175,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v2","monitor","monitor","30/03/22",15.51,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-30 15:51:00",5.05,300322,"22811_300322_v2_4",-0.001558923,-0.3213587,-0.00671558833333333,0.000437685,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v3","monitor","monitor","31/03/22",9.22,9.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-31 09:22:00",22.57,300322,"22811_300322_v3_4",0.00388954166666667,0.41305309,0.01567577,0.0027554056,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v4","monitor","monitor","31/03/22",16.49,17.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-31 16:49:00",30.02,300322,"22811_300322_v4_4",0.00236919263333333,-0.3945817,0.00994400666666667,0.000468975,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v5","monitor","monitor","01/04/22",9.21,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01 09:21:00",46.55,300322,"22811_300322_v5_4",-0.0027466022,-1.05951333333333,-0.0122735333333333,0.00231262743333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v6","monitor","monitor","01/04/22",16.56,17.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01 16:56:00",54.13,300322,"22811_300322_v6_4",0.00183152636666667,-0.868540666666667,0.00668317266666667,0.00378575633333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v7","monitor","monitor","02/04/22",8.41,9.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-02 08:41:00",69.88,300322,"22811_300322_v7_4",0.0044550505,0.13198788,0.0180435575,0.00265876475,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v8","monitor","monitor","02/04/22",21.25,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-02 21:25:00",82.62,300322,"22811_300322_v8_4",0.00311486036666667,2.6957149,0.00910125426666667,0.0145367016666667,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v9","monitor","monitor","03/04/22",8.15,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-03 08:15:00",93.45,300322,"22811_300322_v9_4",0.00113765845,0.483381425,0.0013664405875,0.01191990475,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v10","monitor","monitor","03/04/22",16.45,17.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-03 16:45:00",101.95,300322,"22811_300322_v10_4",-0.00381751566666667,-0.3691705,-0.0176612266666667,0.00526735833333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v11","monitor","monitor","04/04/22",6.37,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04 06:37:00",115.82,300322,"22811_300322_v11_4",0.00128503966666667,-0.998780833333333,-0.000995162666666667,0.0229107233333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v12","monitor","monitor","04/04/22",15.01,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-04 15:01:00",124.22,300322,"22811_300322_v12_4",0.00954928066666667,0.685754033333333,0.0306523633333333,0.0346778933333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v13","monitor","monitor","05/04/22",9.43,9.59,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-05 09:43:00",142.92,300322,"22811_300322_v13_4",-0.06868717,-0.018665249,-0.2925462,0.007352939875,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v14","monitor","monitor","05/04/22",16.09,16.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-05 16:09:00",149.35,300322,"22811_300322_v14_4",-0.0028582205,-0.43531045,-0.0136845445,0.00569059,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v15","monitor","monitor","06/04/22",9.26,9.42,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-06 09:26:00",166.63,300322,"22811_300322_v15_4",-0.0022120131,-0.7368208,-0.012161997,0.0100323713333333,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v16","monitor","monitor","06/04/22",16.16,16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-06 16:16:00",173.47,300322,"22811_300322_v16_4",0.00655734466666667,-0.0488257333333333,0.01887512,0.0315571546666667,NA,NA
4,22811,NA,"12.12.2021",NA,NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","N",NA,"v1",NA,NA,"EE","10:16","07/04/2022","empty",0,191.47,"v17","monitor","monitor","07/04/22",9.31,9.43,NA,NA,NA,NA,NA,NA,NA,"ES",NA,"2022-04-07 09:31:00",190.72,300322,"22811_300322_v17_4",-0.002805222,0.415776,-0.0149407333333333,0.010970735,NA,NA
1,22811,"M","12.12.2021","28.03.2022",NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","Y",NA,"v1",NA,NA,"EE","10:16","07/04/2022","pup",0,191.47,"v1","challenge","challenge","30/03/22",10.48,11.02,2,2,1.74,"T",1,NA,NA,NA,NA,"2022-03-30 10:48:00",0,300322,"22811_300322_v1_1",0.03212872,0.81938315,0.11055465,0.09020141,0.0184647816091954,2
1,22811,"M","12.12.2021","28.03.2022",NA,NA,363,"survival","2022_March_30_healhy_empty cages_dam","Y",NA,"v1",NA,NA,"EE","10:16","07/04/2022","pup",0,191.47,"v2","monitor","monitor","30/03/22",15.51,16.04,2,2,1.86,"T",1,NA,NA,NA,NA,"2022-03-30 15:51:00",5.05,300322,"22811_300322_v2_1",0.0378359633333333,0.695755166666667,0.133782033333333,0.09346333,0.0203419157706093,2
